,stateid,timeid,dose1,dose2
506,DL,63.0,211070,52037
507,DL,64.0,222480,81145
508,DL,65.0,267860,155638
509,DL,66.0,304796,137733
510,DL,67.0,685715,121819
511,DL,68.0,837050,206630
512,DL,69.0,347699,169735
513,DL,70.0,320221,135129
514,DL,71.0,155109,172376
515,DL,72.0,93217,280822
516,DL,73.0,361519,270569
517,DL,74.0,506741,329534
518,DN,1.0,0,0
519,DN,2.0,0,0
520,DN,3.0,0,0
521,DN,4.0,0,0
522,DN,5.0,0,0
523,DN,6.0,0,0
524,DN,7.0,0,0
525,DN,8.0,0,0
526,DN,9.0,0,0
527,DN,10.0,0,0
528,DN,11.0,0,0
529,DN,12.0,0,0
530,DN,13.0,0,0
531,DN,14.0,0,0
532,DN,15.0,0,0
533,DN,16.0,0,0
534,DN,17.0,0,0
535,DN,18.0,0,0
536,DN,19.0,0,0
537,DN,20.0,0,0
538,DN,21.0,0,0
539,DN,22.0,0,0
540,DN,23.0,0,0
541,DN,24.0,0,0
542,DN,25.0,0,0
543,DN,26.0,0,0
544,DN,27.0,0,0
545,DN,28.0,0,0
546,DN,29.0,0,0
547,DN,30.0,0,0
548,DN,31.0,0,0
549,DN,32.0,0,0
550,DN,33.0,0,0
551,DN,34.0,0,0
552,DN,35.0,0,0
553,DN,36.0,0,0
554,DN,37.0,0,0
555,DN,38.0,0,0
556,DN,39.0,0,0
557,DN,40.0,0,0
558,DN,41.0,0,0
559,DN,42.0,0,0
560,DN,43.0,0,0
561,DN,44.0,23,0
562,DN,45.0,257,0
563,DN,46.0,572,0
564,DN,47.0,1403,0
565,DN,48.0,1805,71
566,DN,49.0,2316,394
567,DN,50.0,928,209
568,DN,51.0,3942,1210
569,DN,52.0,3086,1358
570,DN,53.0,4011,1348
571,DN,54.0,3713,680
572,DN,55.0,12368,1248
573,DN,56.0,24706,2260
574,DN,57.0,12834,2401
575,DN,58.0,4752,2206
576,DN,59.0,3037,3182
577,DN,60.0,2813,4205
578,DN,61.0,9081,5099
579,DN,62.0,28723,38
580,DN,63.0,40317,49
581,DN,64.0,36291,104
582,DN,65.0,43328,283
583,DN,66.0,41145,579
584,DN,67.0,60008,4986
585,DN,68.0,77257,15723
586,DN,69.0,47581,12135
587,DN,70.0,44556,6787
588,DN,71.0,19373,4797
589,DN,72.0,24891,3418
590,DN,73.0,25170,4142
591,DN,74.0,18093,11509
592,GA,1.0,0,0
593,GA,2.0,0,0
594,GA,3.0,0,0
595,GA,4.0,0,0
596,GA,5.0,0,0
597,GA,6.0,0,0
598,GA,7.0,0,0
599,GA,8.0,0,0
600,GA,9.0,0,0
601,GA,10.0,0,0
602,GA,11.0,0,0
603,GA,12.0,0,0
604,GA,13.0,0,0
605,GA,14.0,0,0
606,GA,15.0,0,0
607,GA,16.0,0,0
608,GA,17.0,0,0
609,GA,18.0,0,0
610,GA,19.0,0,0
611,GA,20.0,0,0
612,GA,21.0,0,0
613,GA,22.0,0,0
614,GA,23.0,0,0
615,GA,24.0,0,0
616,GA,25.0,0,0
617,GA,26.0,0,0
618,GA,27.0,0,0
619,GA,28.0,0,0
620,GA,29.0,0,0
621,GA,30.0,0,0
622,GA,31.0,0,0
623,GA,32.0,0,0
624,GA,33.0,0,0
625,GA,34.0,0,0
626,GA,35.0,0,0
627,GA,36.0,0,0
628,GA,37.0,0,0
629,GA,38.0,0,0
630,GA,39.0,0,0
631,GA,40.0,0,0
632,GA,41.0,0,0
633,GA,42.0,0,0
634,GA,43.0,0,0
635,GA,44.0,50,0
636,GA,45.0,921,0
637,GA,46.0,2493,0
638,GA,47.0,3996,0
639,GA,48.0,5817,309
640,GA,49.0,2845,964
641,GA,50.0,3748,1477
642,GA,51.0,17024,4156
643,GA,52.0,18901,4802
644,GA,53.0,20455,2625
645,GA,54.0,15441,2831
646,GA,55.0,19828,4451
647,GA,56.0,28866,9070
648,GA,57.0,51493,14593
649,GA,58.0,45666,16298
650,GA,59.0,44461,11688
651,GA,60.0,27329,9744
652,GA,61.0,32909,11207
653,GA,62.0,47020,453
654,GA,63.0,37256,293
655,GA,64.0,41010,1289
656,GA,65.0,56267,1598
657,GA,66.0,122640,3077
658,GA,67.0,101915,6866
659,GA,68.0,104524,20017
660,GA,69.0,64429,38377
661,GA,70.0,58469,42474
662,GA,71.0,37450,36859
663,GA,72.0,41482,26878
664,GA,73.0,32680,22663
665,GA,74.0,25430,34850
666,GJ,1.0,0,0
667,GJ,2.0,0,0
668,GJ,3.0,0,0
669,GJ,4.0,0,0
670,GJ,5.0,0,0
671,GJ,6.0,0,0
672,GJ,7.0,0,0
673,GJ,8.0,0,0
674,GJ,9.0,0,0
675,GJ,10.0,0,0
676,GJ,11.0,0,0
677,GJ,12.0,0,0
678,GJ,13.0,0,0
679,GJ,14.0,0,0
680,GJ,15.0,0,0
681,GJ,16.0,0,0
682,GJ,17.0,0,0
683,GJ,18.0,0,0
684,GJ,19.0,0,0
685,GJ,20.0,0,0
686,GJ,21.0,0,0
687,GJ,22.0,0,0
688,GJ,23.0,0,0
689,GJ,24.0,0,0
690,GJ,25.0,0,0
691,GJ,26.0,0,0
692,GJ,27.0,0,0
693,GJ,28.0,0,0
694,GJ,29.0,0,0
695,GJ,30.0,0,0
696,GJ,31.0,0,0
697,GJ,32.0,0,0
698,GJ,33.0,0,0
699,GJ,34.0,0,0
700,GJ,35.0,0,0
701,GJ,36.0,0,0
702,GJ,37.0,0,0
703,GJ,38.0,0,0
704,GJ,39.0,0,0
705,GJ,40.0,0,0
706,GJ,41.0,0,0
707,GJ,42.0,0,0
708,GJ,43.0,0,0
709,GJ,44.0,1249,0
710,GJ,45.0,43624,0
711,GJ,46.0,166678,0
712,GJ,47.0,237260,0
713,GJ,48.0,310988,2
714,GJ,49.0,50916,58540
715,GJ,50.0,11018,109044
716,GJ,51.0,592876,163278
717,GJ,52.0,540133,183111
718,GJ,53.0,869323,100063
719,GJ,54.0,1506501,33746
720,GJ,55.0,1718471,141764
721,GJ,56.0,1933596,283697
722,GJ,57.0,938722,342208
723,GJ,58.0,574344,525097
724,GJ,59.0,596883,646257
725,GJ,60.0,584044,617574
726,GJ,61.0,536418,638157
727,GJ,62.0,298440,55584
728,GJ,63.0,1122629,192021
729,GJ,64.0,1281070,195889
730,GJ,65.0,1606954,260016
731,GJ,66.0,1594163,241213
732,GJ,67.0,2214681,539058
733,GJ,68.0,1322045,573446
734,GJ,69.0,719894,364369
735,GJ,70.0,1189438,524363
736,GJ,71.0,1390917,574960
737,GJ,72.0,1388115,574033
738,GJ,73.0,2119509,813396
739,GJ,74.0,2758409,872633
740,HP,1.0,0,0
741,HP,2.0,0,0
742,HP,3.0,0,0
743,HP,4.0,0,0
744,HP,5.0,0,0
745,HP,6.0,0,0
746,HP,7.0,0,0
747,HP,8.0,0,0
748,HP,9.0,0,0
749,HP,10.0,0,0
750,HP,11.0,0,0
751,HP,12.0,0,0
752,HP,13.0,0,0
753,HP,14.0,0,0
754,HP,15.0,0,0
755,HP,16.0,0,0
756,HP,17.0,0,0
757,HP,18.0,0,0
758,HP,19.0,0,0
759,HP,20.0,0,0
760,HP,21.0,0,0
761,HP,22.0,0,0
762,HP,23.0,0,0
763,HP,24.0,0,0
764,HP,25.0,0,0
765,HP,26.0,0,0
766,HP,27.0,0,0
767,HP,28.0,0,0
768,HP,29.0,0,0
769,HP,30.0,0,0
770,HP,31.0,0,0
771,HP,32.0,0,0
772,HP,33.0,0,0
773,HP,34.0,0,0
774,HP,35.0,0,0
775,HP,36.0,0,0
776,HP,37.0,0,0
777,HP,38.0,0,0
778,HP,39.0,0,0
779,HP,40.0,0,0
780,HP,41.0,0,0
781,HP,42.0,0,0
782,HP,43.0,0,0
783,HP,44.0,189,0
784,HP,45.0,5017,0
785,HP,46.0,16642,0
786,HP,47.0,25097,0
787,HP,48.0,25961,449
788,HP,49.0,16903,10889
789,HP,50.0,6039,8255
790,HP,51.0,18529,23250
791,HP,52.0,41539,17279
792,HP,53.0,78358,15120
793,HP,54.0,88271,6584
794,HP,55.0,160765,4382
795,HP,56.0,296051,13952
796,HP,57.0,285927,27350
797,HP,58.0,197372,44012
798,HP,59.0,193645,71811
799,HP,60.0,126058,88934
800,HP,61.0,77824,65273
801,HP,62.0,110656,504
802,HP,63.0,90958,334
803,HP,64.0,90001,566
804,HP,65.0,61433,1705
805,HP,66.0,209088,3931
806,HP,67.0,585619,30133
807,HP,68.0,350752,128132
808,HP,69.0,42986,233716
809,HP,70.0,75822,169381
810,HP,71.0,223261,120777
811,HP,72.0,198360,100736
812,HP,73.0,230353,82671
813,HP,74.0,731318,143485
814,HR,1.0,0,0
815,HR,2.0,0,0
816,HR,3.0,0,0
817,HR,4.0,0,0
818,HR,5.0,0,0
819,HR,6.0,0,0
820,HR,7.0,0,0
821,HR,8.0,0,0
822,HR,9.0,0,0
823,HR,10.0,0,0
824,HR,11.0,0,0
825,HR,12.0,0,0
826,HR,13.0,0,0
827,HR,14.0,0,0
828,HR,15.0,0,0
829,HR,16.0,0,0
830,HR,17.0,0,0
831,HR,18.0,0,0
832,HR,19.0,0,0
833,HR,20.0,0,0
834,HR,21.0,0,0
835,HR,22.0,0,0
836,HR,23.0,0,0
837,HR,24.0,0,0
838,HR,25.0,0,0
839,HR,26.0,0,0
840,HR,27.0,0,0
841,HR,28.0,0,0
842,HR,29.0,0,0
843,HR,30.0,0,0
844,HR,31.0,0,0
845,HR,32.0,0,0
846,HR,33.0,0,0
847,HR,34.0,0,0
848,HR,35.0,0,0
849,HR,36.0,0,0
850,HR,37.0,0,0
851,HR,38.0,0,0
852,HR,39.0,0,0
853,HR,40.0,0,0
854,HR,41.0,0,0
855,HR,42.0,0,0
856,HR,43.0,0,0
857,HR,44.0,1864,0
858,HR,45.0,41486,0
859,HR,46.0,51793,0
860,HR,47.0,13821,0
861,HR,48.0,68718,590
862,HR,49.0,26450,18663
863,HR,50.0,13841,42413
864,HR,51.0,43546,12757
865,HR,52.0,106522,28108
866,HR,53.0,353390,25684
867,HR,54.0,368204,14043
868,HR,55.0,504758,17302
869,HR,56.0,494257,35052
870,HR,57.0,617594,121770
871,HR,58.0,325976,154159
872,HR,59.0,179394,94592
873,HR,60.0,361976,149404
874,HR,61.0,403805,201816
875,HR,62.0,434462,29461
876,HR,63.0,404594,42523
877,HR,64.0,389453,29997
878,HR,65.0,481040,44666
879,HR,66.0,493967,83130
880,HR,67.0,951790,151909
881,HR,68.0,672968,256587
882,HR,69.0,299067,188721
883,HR,70.0,409281,251858
884,HR,71.0,281337,192072
885,HR,72.0,523051,318346
886,HR,73.0,633916,336860
887,HR,74.0,539785,349022
888,JH,1.0,0,0
889,JH,2.0,0,0
890,JH,3.0,0,0
891,JH,4.0,0,0
892,JH,5.0,0,0
893,JH,6.0,0,0
894,JH,7.0,0,0
895,JH,8.0,0,0
896,JH,9.0,0,0
897,JH,10.0,0,0
898,JH,11.0,0,0
899,JH,12.0,0,0
900,JH,13.0,0,0
901,JH,14.0,0,0
902,JH,15.0,0,0
903,JH,16.0,0,0
904,JH,17.0,0,0
905,JH,18.0,0,0
906,JH,19.0,0,0
907,JH,20.0,0,0
908,JH,21.0,0,0
909,JH,22.0,0,0
910,JH,23.0,0,0
911,JH,24.0,0,0
912,JH,25.0,0,0
913,JH,26.0,0,0
914,JH,27.0,0,0
915,JH,28.0,0,0
916,JH,29.0,0,0
917,JH,30.0,0,0
918,JH,31.0,0,0
919,JH,32.0,0,0
920,JH,33.0,0,0
921,JH,34.0,0,0
922,JH,35.0,0,0
923,JH,36.0,0,0
924,JH,37.0,0,0
925,JH,38.0,0,0
926,JH,39.0,0,0
927,JH,40.0,0,0
928,JH,41.0,0,0
929,JH,42.0,0,0
930,JH,43.0,0,0
931,JH,44.0,326,0
932,JH,45.0,3620,0
933,JH,46.0,25946,0
934,JH,47.0,53414,0
935,JH,48.0,106371,1906
936,JH,49.0,62509,9222
937,JH,50.0,29696,11489
938,JH,51.0,58080,35603
939,JH,52.0,99308,76634
940,JH,53.0,243479,66661
941,JH,54.0,624882,33110
942,JH,55.0,145431,14437
943,JH,56.0,453537,31553
944,JH,57.0,411287,48709
945,JH,58.0,150172,72590
946,JH,59.0,92588,72261
947,JH,60.0,62769,78407
948,JH,61.0,155611,90243
949,JH,62.0,312272,11885
950,JH,63.0,216645,22766
951,JH,64.0,299606,37729
952,JH,65.0,465843,44856
953,JH,66.0,536342,105671
954,JH,67.0,756955,114507
955,JH,68.0,400766,96600
956,JH,69.0,405923,165906
957,JH,70.0,410646,196571
958,JH,71.0,314976,120545
959,JH,72.0,638458,198014
960,JH,73.0,462695,141820
961,JH,74.0,520945,167562
962,JK,1.0,0,0
963,JK,2.0,0,0
964,JK,3.0,0,0
965,JK,4.0,0,0
966,JK,5.0,0,0
967,JK,6.0,0,0
968,JK,7.0,0,0
969,JK,8.0,0,0
970,JK,9.0,0,0
971,JK,10.0,0,0
972,JK,11.0,0,0
973,JK,12.0,0,0
974,JK,13.0,0,0
975,JK,14.0,0,0
976,JK,15.0,0,0
977,JK,16.0,0,0
978,JK,17.0,0,0
979,JK,18.0,0,0
980,JK,19.0,0,0
981,JK,20.0,0,0
982,JK,21.0,0,0
983,JK,22.0,0,0
984,JK,23.0,0,0
985,JK,24.0,0,0
986,JK,25.0,0,0
987,JK,26.0,0,0
988,JK,27.0,0,0
989,JK,28.0,0,0
990,JK,29.0,0,0
991,JK,30.0,0,0
992,JK,31.0,0,0
993,JK,32.0,0,0
994,JK,33.0,0,0
995,JK,34.0,0,0
996,JK,35.0,0,0
997,JK,36.0,0,0
998,JK,37.0,0,0
999,JK,38.0,0,0
1000,JK,39.0,0,0
1001,JK,40.0,0,0
1002,JK,41.0,0,0
1003,JK,42.0,0,0
1004,JK,43.0,0,0
1005,JK,44.0,447,0
1006,JK,45.0,5146,0
1007,JK,46.0,15668,0
1008,JK,47.0,19648,0
1009,JK,48.0,76768,722
1010,JK,49.0,68420,5536
1011,JK,50.0,36289,9429
1012,JK,51.0,66458,9418
1013,JK,52.0,73822,31109
1014,JK,53.0,107215,54887
1015,JK,54.0,113114,34887
1016,JK,55.0,154072,13534
1017,JK,56.0,358537,31203
1018,JK,57.0,263001,39658
1019,JK,58.0,332605,75128
1020,JK,59.0,304779,74739
1021,JK,60.0,240266,100981
1022,JK,61.0,77052,51755
1023,JK,62.0,104877,4427
1024,JK,63.0,281672,5436
1025,JK,64.0,196504,22221
1026,JK,65.0,172502,17637
1027,JK,66.0,282829,19319
1028,JK,67.0,291914,37027
1029,JK,68.0,369468,107633
1030,JK,69.0,280445,74628
1031,JK,70.0,219413,148004
1032,JK,71.0,174117,164160
1033,JK,72.0,219244,175570
1034,JK,73.0,328255,146468
1035,JK,74.0,311680,117916
1036,KA,1.0,0,0
1037,KA,2.0,0,0
1038,KA,3.0,0,0
1039,KA,4.0,0,0
1040,KA,5.0,0,0
1041,KA,6.0,0,0
1042,KA,7.0,0,0
1043,KA,8.0,0,0
1044,KA,9.0,0,0
1045,KA,10.0,0,0
1046,KA,11.0,0,0
1047,KA,12.0,0,0
1048,KA,13.0,0,0
1049,KA,14.0,0,0
1050,KA,15.0,0,0
1051,KA,16.0,0,0
1052,KA,17.0,0,0
1053,KA,18.0,0,0
1054,KA,19.0,0,0
1055,KA,20.0,0,0
1056,KA,21.0,0,0
1057,KA,22.0,0,0
1058,KA,23.0,0,0
1059,KA,24.0,0,0
1060,KA,25.0,0,0
1061,KA,26.0,0,0
1062,KA,27.0,0,0
1063,KA,28.0,0,0
1064,KA,29.0,0,0
1065,KA,30.0,0,0
1066,KA,31.0,0,0
1067,KA,32.0,0,0
1068,KA,33.0,0,0
1069,KA,34.0,0,0
1070,KA,35.0,0,0
1071,KA,36.0,0,0
1072,KA,37.0,0,0
1073,KA,38.0,0,0
1074,KA,39.0,0,0
1075,KA,40.0,0,0
1076,KA,41.0,0,0
1077,KA,42.0,0,0
1078,KA,43.0,0,0
1079,KA,44.0,3586,0
1080,KA,45.0,77940,0
1081,KA,46.0,154282,0
1082,KA,47.0,69226,0
1083,KA,48.0,106494,15
1084,KA,49.0,103912,110242
1085,KA,50.0,61213,99433
1086,KA,51.0,63446,21845
1087,KA,52.0,305918,78152
1088,KA,53.0,964093,65999
1089,KA,54.0,792118,43669
1090,KA,55.0,1047466,34803
1091,KA,56.0,1445515,82181
1092,KA,57.0,903833,174399
1093,KA,58.0,925043,395596
1094,KA,59.0,703181,430886
1095,KA,60.0,374835,399041
1096,KA,61.0,330731,445359
1097,KA,62.0,454092,110189
1098,KA,63.0,1180400,98781
1099,KA,64.0,1525753,132754
1100,KA,65.0,1606954,135665
1101,KA,66.0,1253507,199589
1102,KA,67.0,2734872,296754
1103,KA,68.0,1417238,479635
1104,KA,69.0,1185969,598206
1105,KA,70.0,1039678,569903
1106,KA,71.0,885207,602770
1107,KA,72.0,915779,591032
1108,KA,73.0,1528562,731606
1109,KA,74.0,1120909,516885
1110,KL,1.0,0,0
1111,KL,2.0,0,0
1112,KL,3.0,0,0
1113,KL,4.0,0,0
1114,KL,5.0,0,0
1115,KL,6.0,0,0
1116,KL,7.0,0,0
1117,KL,8.0,0,0
1118,KL,9.0,0,0
1119,KL,10.0,0,0
1120,KL,11.0,0,0
1121,KL,12.0,0,0
1122,KL,13.0,0,0
1123,KL,14.0,0,0
1124,KL,15.0,0,0
1125,KL,16.0,0,0
1126,KL,17.0,0,0
1127,KL,18.0,0,0
1128,KL,19.0,0,0
1129,KL,20.0,0,0
1130,KL,21.0,0,0
1131,KL,22.0,0,0
1132,KL,23.0,0,0
1133,KL,24.0,0,0
1134,KL,25.0,0,0
1135,KL,26.0,0,0
1136,KL,27.0,0,0
1137,KL,28.0,0,0
1138,KL,29.0,0,0
1139,KL,30.0,0,0
1140,KL,31.0,0,0
1141,KL,32.0,0,0
1142,KL,33.0,0,0
1143,KL,34.0,0,0
1144,KL,35.0,0,0
1145,KL,36.0,0,0
1146,KL,37.0,0,0
1147,KL,38.0,0,0
1148,KL,39.0,0,0
1149,KL,40.0,0,0
1150,KL,41.0,0,0
1151,KL,42.0,0,0
1152,KL,43.0,0,0
1153,KL,44.0,1556,0
1154,KL,45.0,16441,0
1155,KL,46.0,95210,0
1156,KL,47.0,124827,0
1157,KL,48.0,60581,0
1158,KL,49.0,61896,32241
1159,KL,50.0,60551,55951
1160,KL,51.0,230651,75029
1161,KL,52.0,240854,83245
1162,KL,53.0,312786,63311
1163,KL,54.0,376568,33036
1164,KL,55.0,1373572,28358
1165,KL,56.0,760577,60827
1166,KL,57.0,787270,151793
1167,KL,58.0,573001,309424
1168,KL,59.0,253033,265883
1169,KL,60.0,109588,368994
1170,KL,61.0,210096,186423
1171,KL,62.0,167339,28158
1172,KL,63.0,485111,23927
1173,KL,64.0,803576,101252
1174,KL,65.0,791486,70068
1175,KL,66.0,670598,164145
1176,KL,67.0,727103,472600
1177,KL,68.0,584736,552226
1178,KL,69.0,333547,463606
1179,KL,70.0,382490,458719
1180,KL,71.0,733837,828102
1181,KL,72.0,1060197,427287
1182,KL,73.0,1151671,288309
1183,KL,74.0,1652234,261766
1184,LA,1.0,0,0
1185,LA,2.0,0,0
1186,LA,3.0,0,0
1187,LA,4.0,0,0
1188,LA,5.0,0,0
1189,LA,6.0,0,0
1190,LA,7.0,0,0
1191,LA,8.0,0,0
1192,LA,9.0,0,0
1193,LA,10.0,0,0
1194,LA,11.0,0,0
1195,LA,12.0,0,0
1196,LA,13.0,0,0
1197,LA,14.0,0,0
1198,LA,15.0,0,0
1199,LA,16.0,0,0
1200,LA,17.0,0,0
1201,LA,18.0,0,0
1202,LA,19.0,0,0
1203,LA,20.0,0,0
1204,LA,21.0,0,0
1205,LA,22.0,0,0
1206,LA,23.0,0,0
1207,LA,24.0,0,0
1208,LA,25.0,0,0
1209,LA,26.0,0,0
1210,LA,27.0,0,0
1211,LA,28.0,0,0
1212,LA,29.0,0,0
1213,LA,30.0,0,0
1214,LA,31.0,0,0
1215,LA,32.0,0,0
1216,LA,33.0,0,0
1217,LA,34.0,0,0
1218,LA,35.0,0,0
1219,LA,36.0,0,0
1220,LA,37.0,0,0
1221,LA,38.0,0,0
1222,LA,39.0,0,0
1223,LA,40.0,0,0
1224,LA,41.0,0,0
1225,LA,42.0,0,0
1226,LA,43.0,0,0
1227,LA,44.0,9,0
1228,LA,45.0,321,0
1229,LA,46.0,629,0
1230,LA,47.0,858,0
1231,LA,48.0,1014,71
1232,LA,49.0,2952,529
1233,LA,50.0,3629,329
1234,LA,51.0,4975,1049
1235,LA,52.0,16350,926
1236,LA,53.0,7582,2367
1237,LA,54.0,1399,1382
1238,LA,55.0,12989,-22
1239,LA,56.0,11811,1282
1240,LA,57.0,2639,2749
1241,LA,58.0,4557,14163
1242,LA,59.0,3270,9633
1243,LA,60.0,8048,2030
1244,LA,61.0,3613,764
1245,LA,62.0,8160,7
1246,LA,63.0,22031,20
1247,LA,64.0,23530,33
1248,LA,65.0,13316,69
1249,LA,66.0,8127,96
1250,LA,67.0,6862,9816
1251,LA,68.0,5132,11037
1252,LA,69.0,7582,2400
1253,LA,70.0,3585,1439
1254,LA,71.0,800,1102
1255,LA,72.0,1311,4375
1256,LA,73.0,1345,2313
1257,LA,74.0,1109,2866
1258,MH,1.0,0,0
1259,MH,2.0,0,0
1260,MH,3.0,0,0
1261,MH,4.0,0,0
1262,MH,5.0,0,0
1263,MH,6.0,0,0
1264,MH,7.0,0,0
1265,MH,8.0,0,0
1266,MH,9.0,0,0
1267,MH,10.0,0,0
1268,MH,11.0,0,0
1269,MH,12.0,0,0
1270,MH,13.0,0,0
1271,MH,14.0,0,0
1272,MH,15.0,0,0
1273,MH,16.0,0,0
1274,MH,17.0,0,0
1275,MH,18.0,0,0
1276,MH,19.0,0,0
1277,MH,20.0,0,0
1278,MH,21.0,0,0
1279,MH,22.0,0,0
1280,MH,23.0,0,0
1281,MH,24.0,0,0
1282,MH,25.0,0,0
1283,MH,26.0,0,0
1284,MH,27.0,0,0
1285,MH,28.0,0,0
1286,MH,29.0,0,0
1287,MH,30.0,0,0
1288,MH,31.0,0,0
1289,MH,32.0,0,0
1290,MH,33.0,0,0
1291,MH,34.0,0,0
1292,MH,35.0,0,0
1293,MH,36.0,0,0
1294,MH,37.0,0,0
1295,MH,38.0,0,0
1296,MH,39.0,0,0
1297,MH,40.0,0,0
1298,MH,41.0,0,0
1299,MH,42.0,0,0
1300,MH,43.0,0,0
1301,MH,44.0,5216,0
1302,MH,45.0,60812,0
1303,MH,46.0,158516,0
1304,MH,47.0,196116,0
1305,MH,48.0,209908,170
1306,MH,49.0,209767,44266
1307,MH,50.0,155607,110057
1308,MH,51.0,279340,96635
1309,MH,52.0,647566,147379
1310,MH,53.0,896982,172076
1311,MH,54.0,1032773,126246
1312,MH,55.0,2411643,72156
1313,MH,56.0,2343107,154995
1314,MH,57.0,1826721,325929
1315,MH,58.0,1421867,591171
1316,MH,59.0,1249704,723506
1317,MH,60.0,953279,634824
1318,MH,61.0,1025542,845996
1319,MH,62.0,604052,175166
1320,MH,63.0,1331853,129420
1321,MH,64.0,1528411,241946
1322,MH,65.0,1385564,389732
1323,MH,66.0,1411411,299369
1324,MH,67.0,2745754,484885
1325,MH,68.0,1932223,835900
1326,MH,69.0,1453243,847337
1327,MH,70.0,1667436,1248489
1328,MH,71.0,977861,766334
1329,MH,72.0,1725108,1304324
1330,MH,73.0,1511057,731378
1331,MH,74.0,1577743,833116
1332,ML,1.0,0,0
1333,ML,2.0,0,0
1334,ML,3.0,0,0
1335,ML,4.0,0,0
1336,ML,5.0,0,0
1337,ML,6.0,0,0
1338,ML,7.0,0,0
1339,ML,8.0,0,0
1340,ML,9.0,0,0
1341,ML,10.0,0,0
1342,ML,11.0,0,0
1343,ML,12.0,0,0
1344,ML,13.0,0,0
1345,ML,14.0,0,0
1346,ML,15.0,0,0
1347,ML,16.0,0,0
1348,ML,17.0,0,0
1349,ML,18.0,0,0
1350,ML,19.0,0,0
1351,ML,20.0,0,0
1352,ML,21.0,0,0
1353,ML,22.0,0,0
1354,ML,23.0,0,0
1355,ML,24.0,0,0
1356,ML,25.0,0,0
1357,ML,26.0,0,0
1358,ML,27.0,0,0
1359,ML,28.0,0,0
1360,ML,29.0,0,0
1361,ML,30.0,0,0
1362,ML,31.0,0,0
1363,ML,32.0,0,0
1364,ML,33.0,0,0
1365,ML,34.0,0,0
1366,ML,35.0,0,0
1367,ML,36.0,0,0
1368,ML,37.0,0,0
1369,ML,38.0,0,0
1370,ML,39.0,0,0
1371,ML,40.0,0,0
1372,ML,41.0,0,0
1373,ML,42.0,0,0
1374,ML,43.0,0,0
1375,ML,44.0,102,0
1376,ML,45.0,607,0
1377,ML,46.0,2361,0
1378,ML,47.0,2515,0
1379,ML,48.0,7320,91
1380,ML,49.0,16523,1592
1381,ML,50.0,10786,1923
1382,ML,51.0,7128,1902
1383,ML,52.0,10312,5466
1384,ML,53.0,10290,10536
1385,ML,54.0,10160,10000
1386,ML,55.0,7139,1367
1387,ML,56.0,17841,5365
1388,ML,57.0,22441,5708
1389,ML,58.0,32140,7907
1390,ML,59.0,79815,8679
1391,ML,60.0,37901,7371
1392,ML,61.0,51381,6154
1393,ML,62.0,33455,92
1394,ML,63.0,29111,168
1395,ML,64.0,12953,141
1396,ML,65.0,24645,226
1397,ML,66.0,87909,383
1398,ML,67.0,72202,1434
1399,ML,68.0,62869,6993
1400,ML,69.0,62582,14007
1401,ML,70.0,64914,22242
1402,ML,71.0,58666,44507
1403,ML,72.0,52216,34162
1404,ML,73.0,44129,27889
1405,ML,74.0,36387,31054
1406,MN,1.0,0,0
1407,MN,2.0,0,0
1408,MN,3.0,0,0
1409,MN,4.0,0,0
1410,MN,5.0,0,0
1411,MN,6.0,0,0
1412,MN,7.0,0,0
1413,MN,8.0,0,0
1414,MN,9.0,0,0
1415,MN,10.0,0,0
1416,MN,11.0,0,0
1417,MN,12.0,0,0
1418,MN,13.0,0,0
1419,MN,14.0,0,0
1420,MN,15.0,0,0
1421,MN,16.0,0,0
1422,MN,17.0,0,0
1423,MN,18.0,0,0
1424,MN,19.0,0,0
1425,MN,20.0,0,0
1426,MN,21.0,0,0
1427,MN,22.0,0,0
1428,MN,23.0,0,0
1429,MN,24.0,0,0
1430,MN,25.0,0,0
1431,MN,26.0,0,0
1432,MN,27.0,0,0
1433,MN,28.0,0,0
1434,MN,29.0,0,0
1435,MN,30.0,0,0
1436,MN,31.0,0,0
1437,MN,32.0,0,0
1438,MN,33.0,0,0
1439,MN,34.0,0,0
1440,MN,35.0,0,0
1441,MN,36.0,0,0
1442,MN,37.0,0,0
1443,MN,38.0,0,0
1444,MN,39.0,0,0
1445,MN,40.0,0,0
1446,MN,41.0,0,0
1447,MN,42.0,0,0
1448,MN,43.0,0,0
1449,MN,44.0,181,0
1450,MN,45.0,916,0
1451,MN,46.0,1836,0
1452,MN,47.0,4048,0
1453,MN,48.0,13830,55
1454,MN,49.0,16712,1299
1455,MN,50.0,10789,899
1456,MN,51.0,13567,2286
1457,MN,52.0,7923,5503
1458,MN,53.0,5794,9586
1459,MN,54.0,5835,10125
1460,MN,55.0,1764,4015
1461,MN,56.0,5619,9618
1462,MN,57.0,13302,6624
1463,MN,58.0,22319,5755
1464,MN,59.0,77829,5937
1465,MN,60.0,61348,5193
1466,MN,61.0,43660,2830
1467,MN,62.0,36440,341
1468,MN,63.0,36977,270
1469,MN,64.0,40799,580
1470,MN,65.0,44617,516
1471,MN,66.0,26947,711
1472,MN,67.0,37680,905
1473,MN,68.0,113145,2642
1474,MN,69.0,132645,8924
1475,MN,70.0,146530,19403
1476,MN,71.0,106194,53225
1477,MN,72.0,79047,48176
1478,MN,73.0,42589,33042
1479,MN,74.0,23004,27890
