,stateid,timeid,dose1,dose2
1480,MP,1.0,0,0
1481,MP,2.0,0,0
1482,MP,3.0,0,0
1483,MP,4.0,0,0
1484,MP,5.0,0,0
1485,MP,6.0,0,0
1486,MP,7.0,0,0
1487,MP,8.0,0,0
1488,MP,9.0,0,0
1489,MP,10.0,0,0
1490,MP,11.0,0,0
1491,MP,12.0,0,0
1492,MP,13.0,0,0
1493,MP,14.0,0,0
1494,MP,15.0,0,0
1495,MP,16.0,0,0
1496,MP,17.0,0,0
1497,MP,18.0,0,0
1498,MP,19.0,0,0
1499,MP,20.0,0,0
1500,MP,21.0,0,0
1501,MP,22.0,0,0
1502,MP,23.0,0,0
1503,MP,24.0,0,0
1504,MP,25.0,0,0
1505,MP,26.0,0,0
1506,MP,27.0,0,0
1507,MP,28.0,0,0
1508,MP,29.0,0,0
1509,MP,30.0,0,0
1510,MP,31.0,0,0
1511,MP,32.0,0,0
1512,MP,33.0,0,0
1513,MP,34.0,0,0
1514,MP,35.0,0,0
1515,MP,36.0,0,0
1516,MP,37.0,0,0
1517,MP,38.0,0,0
1518,MP,39.0,0,0
1519,MP,40.0,0,0
1520,MP,41.0,0,0
1521,MP,42.0,0,0
1522,MP,43.0,0,0
1523,MP,44.0,9435,0
